annotator	line_number	vclaim_id	vclaim_url	date	label	sentence	vclaim	stance	verdict	
ai	220	3680	http://politifact.com/truth-o-meter/statements/2017/feb/12/donald-trump/donald-trump-wrongly-says-cnn-cut-bernie-sanders-c/	on Sunday, February 12th, 2017	FALSE	I mean, CNN  fake news CNN actually gave the questions to the	While on FAKE NEWS @CNN, Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!	not-claim	not-claim	
ai	220	2524	http://politifact.com/truth-o-meter/statements/2018/jan/11/norm-eisen/donald-trumps-fake-news-awards-could-land-white-ho/	on Thursday, January 11th, 2018	TRUE	I mean, CNN  fake news CNN actually gave the questions to the	The White House staff risks violating federal ethics rules if they participatein Donald Trumps "fake news awards."	not-claim	not-claim	
ai	220	2129	http://politifact.com/punditfact/statements/2018/may/01/daily-world-update/fake-story-says-cnn-fired-journalist-making-fun-tr/	on Tuesday, May 1st, 2018	Pants on Fire!	I mean, CNN  fake news CNN actually gave the questions to the	CNN shocks America, fires journalist who made fun of Sarah Sanders face	not-claim	not-claim	
ai	220	2047	http://politifact.com/punditfact/statements/2018/may/23/yournewswirecom/no-cnn-isnt-closing-after-ratings-drop/	on Wednesday, May 23rd, 2018	FALSE	I mean, CNN  fake news CNN actually gave the questions to the	CNN to permanently close its doors as ratings plunge 30 percent.	not-claim	not-claim	
ai	220	13188	http://politifact.com/truth-o-meter/statements/2011/apr/27/donald-trump/trump-says-recent-cnn-poll-shows-him-competitive-c/	on Wednesday, April 27th, 2011	Pants on Fire!	I mean, CNN  fake news CNN actually gave the questions to the	CNN did a poll recently where Obama and I are statistically tied.	not-claim	not-claim	
ai	220	1173	http://politifact.com/facebook-fact-checks/statements/2018/dec/20/blog-posting/fired-cnn-journalist-year-was-not-jim-acosta-or-an/	on Thursday, December 20th, 2018	Half-True	I mean, CNN  fake news CNN actually gave the questions to the	Says "CNN Journalist Of The Year Fired For Creating Fake News Stories," with image of CNN reporter Jim Acosta.	not-claim	not-claim	
ai	220	2218	http://politifact.com/truth-o-meter/statements/2018/apr/06/blog-posting/fake-news-says-cnn-pulled-plug-during-youtube-shoo/	on Friday, April 6th, 2018	Pants on Fire!	I mean, CNN  fake news CNN actually gave the questions to the	YouTube witness makes shocking admission on live TV. CNN pulls plug immediately	not-claim	not-claim	
ai	220	1392	http://politifact.com/facebook-fact-checks/statements/2018/oct/26/blog-posting/false-report-democratic-cnn-ties-pipe-bombs/	on Friday, October 26th, 2018	Pants on Fire!	I mean, CNN  fake news CNN actually gave the questions to the	MAGA bomber identified as former CNN employee who donated to heavily to Hillary Clinton.	not-claim	not-claim	
ai	225	2540	http://politifact.com/florida/statements/2018/jan/05/elizabeth-foley/taking-closer-look-steele-dossier-and-carter-pages/	on Friday, January 5th, 2018	Mostly False	So anyway  so Comey leaked and, by the way, also what he did with CNN in order to placate them, you saw that whole scenario.	Says James Comey suggested and CNN reported that the basis of the wiretappingwarrant for Trump adviser Carter Page was "all based on a dossier."	unrelated	unknown	
ai	225	3223	http://politifact.com/north-carolina/statements/2017/jun/09/north-carolina-republican-party/james-comey-hearings-did-former-fbi-director-admit/	on Friday, June 9th, 2017	FALSE	So anyway  so Comey leaked and, by the way, also what he did with CNN in order to placate them, you saw that whole scenario.	Says former FBI Director James Comey admitted to leaking classified information.	discuss	unknown	
ai	225	3767	http://politifact.com/truth-o-meter/statements/2017/jan/22/donald-trump/trump-wrongly-blames-press-feud-intel-community/	on Sunday, January 22nd, 2017	FALSE	So anyway  so Comey leaked and, by the way, also what he did with CNN in order to placate them, you saw that whole scenario.	The media ... sort of made it sound like I had a feud with the intelligence community.	unrelated	unknown	
ai	225	2437	http://politifact.com/truth-o-meter/statements/2018/feb/05/devin-nunes/nunes-memo-twists-james-comeys-words-steele-dossie/	on Monday, February 5th, 2018	Half-True	So anyway  so Comey leaked and, by the way, also what he did with CNN in order to placate them, you saw that whole scenario.	Says the Steele dossier "wasaccording to (James Comey's) June 2017 testimony'salacious and unverified.' "	unrelated	unknown	
ai	233	1766	http://politifact.com/punditfact/statements/2018/aug/06/americanjournalreviewcom/article-wrong-clapper-said-obama-behind-trump-russ/	on Monday, August 6th, 2018	FALSE	Because of the fact that they have this witch hunt going on with people in the Justice Department that shouldn't be there  they have a witch hunt against the President of the United States going on  I've taken the position  and I don't have to take this position and maybe I'll change  that I will not be involved with the Justice Department.	James Clapper Flips On Live TV, Admits Obama Behind Entire Russia Witch Hunt! (Video)	unrelated	unknown	
ai	233	2960	http://politifact.com/truth-o-meter/statements/2017/aug/29/joe-arpaio/arpaio-falsely-ties-conviction-obama-administratio/	on Tuesday, August 29th, 2017	FALSE	Because of the fact that they have this witch hunt going on with people in the Justice Department that shouldn't be there  they have a witch hunt against the President of the United States going on  I've taken the position  and I don't have to take this position and maybe I'll change  that I will not be involved with the Justice Department.	Says his conviction is "a political witch hunt by holdovers in the Obama justice department."	unrelated	unknown	
ai	233	1828	http://politifact.com/truth-o-meter/statements/2018/jul/23/donald-trump/donald-trump-falsely-says-new-carter-page-document/	on Monday, July 23rd, 2018	FALSE	Because of the fact that they have this witch hunt going on with people in the Justice Department that shouldn't be there  they have a witch hunt against the President of the United States going on  I've taken the position  and I don't have to take this position and maybe I'll change  that I will not be involved with the Justice Department.	Says the Steele dossier "was responsible for starting" Special Counsel Robert Muellers investigation into links between the Trump campaign and Russia.	unrelated	unknown	
ai	233	3312	http://politifact.com/truth-o-meter/statements/2017/may/12/donald-trump/trumps-mostly-false-claim-clapper-said-no-collusio/	on Friday, May 12th, 2017	Mostly False	Because of the fact that they have this witch hunt going on with people in the Justice Department that shouldn't be there  they have a witch hunt against the President of the United States going on  I've taken the position  and I don't have to take this position and maybe I'll change  that I will not be involved with the Justice Department.	Says James Clapper "and virtually everyone else" said "there is no collusion" in the Russia investigation findings.	unrelated	unknown	
ai	233	2046	http://politifact.com/truth-o-meter/statements/2018/may/23/donald-trump/mueller-probe-costing-20-million-donald-trump-says/	on Wednesday, May 23rd, 2018	Half-True	Because of the fact that they have this witch hunt going on with people in the Justice Department that shouldn't be there  they have a witch hunt against the President of the United States going on  I've taken the position  and I don't have to take this position and maybe I'll change  that I will not be involved with the Justice Department.	The Mueller investigation is "soon to be $20,000,000."	discuss	unknown	
ai	233	1048	http://politifact.com/truth-o-meter/statements/2019/feb/07/donald-trump/Yes-President-Trump-Congress-also-investigated/	on Thursday, February 7th, 2019	Mostly False	Because of the fact that they have this witch hunt going on with people in the Justice Department that shouldn't be there  they have a witch hunt against the President of the United States going on  I've taken the position  and I don't have to take this position and maybe I'll change  that I will not be involved with the Justice Department.	The Dems and their committees are going nuts. The Republicans never did this to President Obama.	unrelated	unknown	
ai	233	1179	http://politifact.com/truth-o-meter/statements/2018/dec/19/donald-trump/no-evidence-fbi-officials-texts-deliberately-erase/	on Wednesday, December 19th, 2018	Pants on Fire!	Because of the fact that they have this witch hunt going on with people in the Justice Department that shouldn't be there  they have a witch hunt against the President of the United States going on  I've taken the position  and I don't have to take this position and maybe I'll change  that I will not be involved with the Justice Department.	Says 19,000 text messages exchanged between former FBI officials that were "purposely and illegally deleted ... would have explained (the special counsel investigation) hoax."	unrelated	unknown	
ai	233	2168	http://politifact.com/truth-o-meter/statements/2018/apr/20/donald-trump/trump-falsely-says-comey-memos-disprove-collusion-/	on Friday, April 20th, 2018	Pants on Fire!	Because of the fact that they have this witch hunt going on with people in the Justice Department that shouldn't be there  they have a witch hunt against the President of the United States going on  I've taken the position  and I don't have to take this position and maybe I'll change  that I will not be involved with the Justice Department.	James Comey Memos just out and show clearly that there was NO COLLUSION and NO OBSTRUCTION	unrelated	unknown	
ai	233	3172	http://politifact.com/truth-o-meter/statements/2017/jun/26/donald-trump/trump-wrongly-calls-muellers-special-counsel-clint/	on Monday, June 26th, 2017	Mostly False	Because of the fact that they have this witch hunt going on with people in the Justice Department that shouldn't be there  they have a witch hunt against the President of the United States going on  I've taken the position  and I don't have to take this position and maybe I'll change  that I will not be involved with the Justice Department.	I can say that the people that have been hired (for the independentRussia investigation)are all Hillary Clinton supporters, some of them worked for Hillary Clinton.	unrelated	unknown	
ai	237	2806	http://politifact.com/truth-o-meter/statements/2017/oct/12/donald-trump/donald-trumps-misleading-linkage-between-stock-gai/	on Thursday, October 12th, 2017	FALSE	A horrible thing and yet, I've accomplished, with all of this going on, more than any president in the first year in our history.	The Obama administration "borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense were reducing debt."	unrelated	unknown	
ni	237	3360	http://politifact.com/california/statements/2017/may/01/tom-mcclintock/mcclintock-trump-signed-more-laws-first-100-days-a/	on Monday, May 1st, 2017	Mostly True	A horrible thing and yet, I've accomplished, with all of this going on, more than any president in the first year in our history.	President Trump has passed more legislation in his first 100 days than any president since Harry Truman.	discuss	unknown	
	237	3392	http://politifact.com/truth-o-meter/statements/2017/apr/24/donald-trump/how-do-donald-trumps-first-100-days-rate-historica/	on Monday, April 24th, 2017	FALSE	A horrible thing and yet, I've accomplished, with all of this going on, more than any president in the first year in our history.	No administration has accomplished more in the first 90 days.	discuss	unknown	
ai	242	3360	http://politifact.com/california/statements/2017/may/01/tom-mcclintock/mcclintock-trump-signed-more-laws-first-100-days-a/	on Monday, May 1st, 2017	Mostly True	We have accomplished more than any president in the first year, by far.	President Trump has passed more legislation in his first 100 days than any president since Harry Truman.	discuss	unknown	
ai	242	3392	http://politifact.com/truth-o-meter/statements/2017/apr/24/donald-trump/how-do-donald-trumps-first-100-days-rate-historica/	on Monday, April 24th, 2017	FALSE	We have accomplished more than any president in the first year, by far.	No administration has accomplished more in the first 90 days.	discuss	unknown	
ai	242	3376	http://politifact.com/truth-o-meter/statements/2017/apr/27/sean-spicer/trump-has-signed-more-bills-100-days-any-president/	on Thursday, April 27th, 2017	Mostly True	We have accomplished more than any president in the first year, by far.	Trump has "worked with Congress to pass more legislation in his first 100 days than any president since Truman."	discuss	unknown	
ai	242	3165	http://politifact.com/california/statements/2017/jun/27/devin-nunes/nunes-gets-it-wrong-trump-hasnt-signed-more-bills-/	on Tuesday, June 27th, 2017	FALSE	We have accomplished more than any president in the first year, by far.	President Trump has signed more bills into law "than any president previously before at this stage in the game."	discuss	unknown	
ni	242	3360	http://politifact.com/california/statements/2017/may/01/tom-mcclintock/mcclintock-trump-signed-more-laws-first-100-days-a/	on Monday, May 1st, 2017	Mostly True	We have accomplished more than any president in the first year, by far.	President Trump has passed more legislation in his first 100 days than any president since Harry Truman.	repeated	repeated	
ni	242	3392	http://politifact.com/truth-o-meter/statements/2017/apr/24/donald-trump/how-do-donald-trumps-first-100-days-rate-historica/	on Monday, April 24th, 2017	FALSE	We have accomplished more than any president in the first year, by far.	No administration has accomplished more in the first 90 days.	repeated	repeated	
ni	242	3165	http://politifact.com/california/statements/2017/jun/27/devin-nunes/nunes-gets-it-wrong-trump-hasnt-signed-more-bills-/	on Tuesday, June 27th, 2017	FALSE	We have accomplished more than any president in the first year, by far.	President Trump has signed more bills into law "than any president previously before at this stage in the game."	repeated	repeated	
ai	243	2077	http://politifact.com/truth-o-meter/statements/2018/may/15/patrick-morrisey/patrick-morrisey-cherry-picks-joe-manchins-votes-t/	on Tuesday, May 15th, 2018	Mostly False	If you look at regulations, and the big tax cuts, and Judge Gorsuch  so many things  and many other judges.	If Joe Manchin had his way, Judge Gorsuch never would have been able to get a vote.	not-claim	not-claim	
ai	243	3714	http://politifact.com/florida/statements/2017/feb/03/mitch-mcconnell/democrats-didnt-object-neil-gorsuchs-2006-confirma/	on Friday, February 3rd, 2017	TRUE	If you look at regulations, and the big tax cuts, and Judge Gorsuch  so many things  and many other judges.	Not a single Democrat opposed Neil Gorsuch's confirmation in 2006.	not-claim	not-claim	
ai	244	13227	http://politifact.com/truth-o-meter/statements/2011/apr/19/joe-walsh/rep-joe-walsh-said-every-time-weve-cut-taxes-reven/	on Tuesday, April 19th, 2011	FALSE	But the big thing  the tax cuts, the regulations  nobody's done what we've done  what I've done despite what's going on.	Every time we've cut taxes, revenues have gone up, the economy has grown.	unrelated	unknown	
ai	244	4741	http://politifact.com/truth-o-meter/statements/2016/jul/05/elizabeth-warren/warren-says-trump-no-fan-post-crisis-wall-street-r/	on Tuesday, July 5th, 2016	Mostly True	But the big thing  the tax cuts, the regulations  nobody's done what we've done  what I've done despite what's going on.	Says Donald Trump's position is"to roll back all" of the financial regulations passed after the financial crisis.	unrelated	unknown	
ai	244	3217	http://politifact.com/truth-o-meter/statements/2017/jun/13/donald-trump/donald-trumps-boasts-about-accomplishments-office-/	on Tuesday, June 13th, 2017	Mostly False	But the big thing  the tax cuts, the regulations  nobody's done what we've done  what I've done despite what's going on.	Rare is the president "who's passed more legislation, who's done more things than what we've done, between the executive orders and the jobkilling regulations that have been terminated."	unrelated	unknown	
ni	244	3217	http://politifact.com/truth-o-meter/statements/2017/jun/13/donald-trump/donald-trumps-boasts-about-accomplishments-office-/	on Tuesday, June 13th, 2017	Mostly False	But the big thing  the tax cuts, the regulations  nobody's done what we've done  what I've done despite what's going on.	Rare is the president "who's passed more legislation, who's done more things than what we've done, between the executive orders and the jobkilling regulations that have been terminated."	repeated	repeated	
ai	250	1789	http://politifact.com/truth-o-meter/statements/2018/jul/31/donald-trump/donald-trump-says-collusion-no-crime-right/	on Tuesday, July 31st, 2018	Mostly False	And by the way, the only collusion is the collusion with the Democrats and the Russians.	Collusion is not a crime.	unrelated	unknown	
ai	250	889	http://politifact.com/truth-o-meter/statements/2019/mar/14/kevin-downing/pants-fire-claim-two-courts-backed-trumps-claim-no/	on Thursday, March 14th, 2019	Pants on Fire!	And by the way, the only collusion is the collusion with the Democrats and the Russians.	Says Paul Manaforts sentencing judge, Amy Berman Jackson, "conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians."	unrelated	unknown	
ai	250	1815	http://politifact.com/punditfact/statements/2018/jul/25/jeanine-pirro/jeanine-pirros-new-book-falsely-declares-russia-in/	on Wednesday, July 25th, 2018	FALSE	And by the way, the only collusion is the collusion with the Democrats and the Russians.	Says Deputy Attorney General Rod Rosenstein announced in February that "the Russia collusion investigation is over."	unrelated	unknown	
ai	250	3312	http://politifact.com/truth-o-meter/statements/2017/may/12/donald-trump/trumps-mostly-false-claim-clapper-said-no-collusio/	on Friday, May 12th, 2017	Mostly False	And by the way, the only collusion is the collusion with the Democrats and the Russians.	Says James Clapper "and virtually everyone else" said "there is no collusion" in the Russia investigation findings.	unrelated	unknown	
ai	250	2557	http://politifact.com/california/statements/2018/jan/02/donald-trump/trumps-false-claim-dianne-feinstein-said-there-no-/	on Tuesday, January 2nd, 2018	FALSE	And by the way, the only collusion is the collusion with the Democrats and the Russians.	Said Dianne Feinstein said "there is no collusion" between the Trump campaign and Russia.	unrelated	unknown	
ai	250	3314	http://politifact.com/truth-o-meter/statements/2017/may/12/donald-trump/trump-calls-trump-russia-story-made-/	on Friday, May 12th, 2017	Pants on Fire!	And by the way, the only collusion is the collusion with the Democrats and the Russians.	This Russia thing with Trump and Russia is a madeup story. It's an excuse by the Democrats for having lost an election that they should've won.	unrelated	unknown	
ai	250	2168	http://politifact.com/truth-o-meter/statements/2018/apr/20/donald-trump/trump-falsely-says-comey-memos-disprove-collusion-/	on Friday, April 20th, 2018	Pants on Fire!	And by the way, the only collusion is the collusion with the Democrats and the Russians.	James Comey Memos just out and show clearly that there was NO COLLUSION and NO OBSTRUCTION	unrelated	unknown	
ai	250	2390	http://politifact.com/truth-o-meter/statements/2018/feb/19/donald-trump/donald-trump-falsely-denies-he-denied-russian-medd/	on Monday, February 19th, 2018	Pants on Fire!	And by the way, the only collusion is the collusion with the Democrats and the Russians.	I never said Russia did not meddle in the election.	unrelated	unknown	
ai	250	2282	http://politifact.com/truth-o-meter/statements/2018/mar/21/donald-trump/fact-checking-donald-trumps-claims-about-Mueller/	on Wednesday, March 21st, 2018	Half-True	And by the way, the only collusion is the collusion with the Democrats and the Russians.	Robert Muellers investigative team has "13 hardened Democrats, some big Crooked Hillary supporters, and Zero Republicans."	unrelated	unknown	
ai	252	3125	http://politifact.com/truth-o-meter/statements/2017/jul/11/donald-trump/did-john-podesta-deny-cia-and-fbi-access-dnc-serve/	on Tuesday, July 11th, 2017	FALSE	They wouldn't even give their server  the DNC, Democratic National Committee, wouldn't even give its server to the FBI.	Says John Podesta "refused to give the DNC server to the FBI and the CIA. Disgraceful!"	agree	FALSE	
ai	252	1851	http://politifact.com/truth-o-meter/statements/2018/jul/16/donald-trump/missing-servers-donald-trump-vladimir-putin/	on Monday, July 16th, 2018	FALSE	They wouldn't even give their server  the DNC, Democratic National Committee, wouldn't even give its server to the FBI.	The servers of the Pakistani gentleman that worked on the DNC are "missing."	discuss	FALSE	
ai	252	1832	http://politifact.com/punditfact/statements/2018/jul/20/yournewswirecom/no-evidence-former-fbi-lawyer-lisa-page-blamed-chi/	on Friday, July 20th, 2018	Pants on Fire!	They wouldn't even give their server  the DNC, Democratic National Committee, wouldn't even give its server to the FBI.	Lisa Page squeals DNC server was not hacked by Russians.	unrelated	unknown	
ai	252	5550	http://politifact.com/truth-o-meter/statements/2016/jan/15/jeb-bush/heres-whats-wrong-jeb-bush-saying-hillary-clinton-/	on Thursday, January 14th, 2016	Half-True	They wouldn't even give their server  the DNC, Democratic National Committee, wouldn't even give its server to the FBI.	Says Hillary Clinton "isunder investigation with the FBI right now."	unrelated	unknown	
ni	252	3125	http://politifact.com/truth-o-meter/statements/2017/jul/11/donald-trump/did-john-podesta-deny-cia-and-fbi-access-dnc-serve/	on Tuesday, July 11th, 2017	FALSE	They wouldn't even give their server  the DNC, Democratic National Committee, wouldn't even give its server to the FBI.	Says John Podesta "refused to give the DNC server to the FBI and the CIA. Disgraceful!"	repeated	repeated	
ni	252	1851	http://politifact.com/truth-o-meter/statements/2018/jul/16/donald-trump/missing-servers-donald-trump-vladimir-putin/	on Monday, July 16th, 2018	FALSE	They wouldn't even give their server  the DNC, Democratic National Committee, wouldn't even give its server to the FBI.	The servers of the Pakistani gentleman that worked on the DNC are "missing."	repeated	repeated	
ai	253	3285	http://politifact.com/truth-o-meter/statements/2017/may/19/maxine-waters/rep-waters-exaggerates-trump-associate-moscow-trip/	on Friday, May 19th, 2017	Mostly False	So what kind of an FBI  they break down doors for Paul Manafort early in the morning.	You can see visits to Moscow made during the campaign by (Paul) Manafort and others.	unrelated	unknown	
ai	253	2750	http://politifact.com/truth-o-meter/statements/2017/oct/30/donald-trump/trump-wrongly-says-manafort-crimes-came-years-he-j/	on Monday, October 30th, 2017	Mostly False	So what kind of an FBI  they break down doors for Paul Manafort early in the morning.	Says Paul Manaforts alleged crimes were "years ago, before Paul Manafort was part of the Trump campaign."	unrelated	unknown	speculation
ai	253	912	http://politifact.com/truth-o-meter/statements/2019/mar/11/elizabeth-warren/comparing-manaforts-sentence-life-sentence-man-who/	on Monday, March 11th, 2019	Mostly True	So what kind of an FBI  they break down doors for Paul Manafort early in the morning.	Trump's campaign manager, Paul Manafort, commits bank and tax fraud and gets 47 months. A homeless man, Fate Winslow, helped sell $20 of pot and got life in prison.	unrelated	unknown	
ai	253	889	http://politifact.com/truth-o-meter/statements/2019/mar/14/kevin-downing/pants-fire-claim-two-courts-backed-trumps-claim-no/	on Thursday, March 14th, 2019	Pants on Fire!	So what kind of an FBI  they break down doors for Paul Manafort early in the morning.	Says Paul Manaforts sentencing judge, Amy Berman Jackson, "conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians."	unrelated	unknown	
ni	253	2613	http://politifact.com/punditfact/statements/2017/dec/08/gregg-jarrett/has-fbi-become-americas-secret-police/	on Friday, December 8th, 2017	Pants on Fire!	So what kind of an FBI  they break down doors for Paul Manafort early in the morning.	The FBI has become America's secret police like the old KGB.	unrelated	unknown	
ai	256	3125	http://politifact.com/truth-o-meter/statements/2017/jul/11/donald-trump/did-john-podesta-deny-cia-and-fbi-access-dnc-serve/	on Tuesday, July 11th, 2017	FALSE	And yet, they walk into the DNC and they won't give them the server.	Says John Podesta "refused to give the DNC server to the FBI and the CIA. Disgraceful!"	agree	FALSE	
ai	256	1851	http://politifact.com/truth-o-meter/statements/2018/jul/16/donald-trump/missing-servers-donald-trump-vladimir-putin/	on Monday, July 16th, 2018	FALSE	And yet, they walk into the DNC and they won't give them the server.	The servers of the Pakistani gentleman that worked on the DNC are "missing."	discuss	unknown	
ai	256	4556	http://politifact.com/truth-o-meter/statements/2016/jul/31/paul-manafort/trump-campaign-chief-dnc-leak-proves-clinton-campa/	on Sunday, July 31st, 2016	FALSE	And yet, they walk into the DNC and they won't give them the server.	The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders, and the Clinton campaign is continuing this "ploy" against Donald Trump.	unrelated	unknown	
ni	256	3125	http://politifact.com/truth-o-meter/statements/2017/jul/11/donald-trump/did-john-podesta-deny-cia-and-fbi-access-dnc-serve/	on Tuesday, July 11th, 2017	FALSE	And yet, they walk into the DNC and they won't give them the server.	Says John Podesta "refused to give the DNC server to the FBI and the CIA. Disgraceful!"	repeated	repeated	
ai	307	2098	http://politifact.com/truth-o-meter/statements/2018/may/07/donald-trump/donald-trumps-misleading-claim-kanye-wests-praise-/	on Monday, May 7th, 2018	Mostly False	He tweeted that he loves you, that you're his brother, and	I doubled my AfricanAmerican poll numbers. We went from 11 to 22 in one week.	unrelated	unknown	
ai	315	2141	http://politifact.com/truth-o-meter/statements/2018/apr/26/donald-trump/donald-trump-target-remarks-unemployment-kanye/	on Thursday, April 26th, 2018	Mostly True	But Kanye looks and he sees black unemployment at the lowest it's been in the history of our country, OK?	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.	agree	TRUE	
ai	315	2537	http://politifact.com/truth-o-meter/statements/2018/jan/08/donald-trump/how-accurate-donald-trumps-about-black-hispa/	on Monday, January 8th, 2018	Mostly True	But Kanye looks and he sees black unemployment at the lowest it's been in the history of our country, OK?	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!	agree	TRUE	
ai	315	2473	http://politifact.com/truth-o-meter/statements/2018/jan/31/donald-trump/donald-trump-partly-correct-rejoinder-jay-z/	on Tuesday, January 30th, 2018	Half-True	But Kanye looks and he sees black unemployment at the lowest it's been in the history of our country, OK?	Because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!	agree	unknown	
ai	315	2098	http://politifact.com/truth-o-meter/statements/2018/may/07/donald-trump/donald-trumps-misleading-claim-kanye-wests-praise-/	on Monday, May 7th, 2018	Mostly False	But Kanye looks and he sees black unemployment at the lowest it's been in the history of our country, OK?	I doubled my AfricanAmerican poll numbers. We went from 11 to 22 in one week.	unrelated	unknown	
ai	315	1429	http://politifact.com/west-virginia/statements/2018/oct/23/donald-trump/african-american-hispanic-poverty-all-time-low/	on Tuesday, October 23rd, 2018	TRUE	But Kanye looks and he sees black unemployment at the lowest it's been in the history of our country, OK?	The poverty rates for African Americans and Hispanic Americans  its been incredible, theyve all reached their lowest levels in the history of our country.	agree	TRUE	
ai	315	4283	http://politifact.com/truth-o-meter/statements/2016/sep/22/donald-trump/trumps-pants-fire-claim-blacks-are-absolutely-wors/	on Thursday, September 22nd, 2016	Pants on Fire!	But Kanye looks and he sees black unemployment at the lowest it's been in the history of our country, OK?	Our AfricanAmerican communities are absolutely in the worst shape they've ever been in before. Ever. Ever. Ever.	unrelated	unknown	
ni	315	2141	http://politifact.com/truth-o-meter/statements/2018/apr/26/donald-trump/donald-trump-target-remarks-unemployment-kanye/	on Thursday, April 26th, 2018	Mostly True	But Kanye looks and he sees black unemployment at the lowest it's been in the history of our country, OK?	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.	repeated	repeated	
ni	315	2537	http://politifact.com/truth-o-meter/statements/2018/jan/08/donald-trump/how-accurate-donald-trumps-about-black-hispa/	on Monday, January 8th, 2018	Mostly True	But Kanye looks and he sees black unemployment at the lowest it's been in the history of our country, OK?	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!	repeated	repeated	
ni	315	1429	http://politifact.com/west-virginia/statements/2018/oct/23/donald-trump/african-american-hispanic-poverty-all-time-low/	on Tuesday, October 23rd, 2018	TRUE	But Kanye looks and he sees black unemployment at the lowest it's been in the history of our country, OK?	The poverty rates for African Americans and Hispanic Americans  its been incredible, theyve all reached their lowest levels in the history of our country.	repeated	repeated	
ai	316	2141	http://politifact.com/truth-o-meter/statements/2018/apr/26/donald-trump/donald-trump-target-remarks-unemployment-kanye/	on Thursday, April 26th, 2018	Mostly True	He sees Hispanic unemployment at the lowest it's been in the history of our country.	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.	agree	TRUE	
ai	316	2537	http://politifact.com/truth-o-meter/statements/2018/jan/08/donald-trump/how-accurate-donald-trumps-about-black-hispa/	on Monday, January 8th, 2018	Mostly True	He sees Hispanic unemployment at the lowest it's been in the history of our country.	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!	agree	TRUE	
ai	316	1429	http://politifact.com/west-virginia/statements/2018/oct/23/donald-trump/african-american-hispanic-poverty-all-time-low/	on Tuesday, October 23rd, 2018	TRUE	He sees Hispanic unemployment at the lowest it's been in the history of our country.	The poverty rates for African Americans and Hispanic Americans  its been incredible, theyve all reached their lowest levels in the history of our country.	agree	TRUE	
ai	316	5292	http://politifact.com/truth-o-meter/statements/2016/mar/10/bernie-sanders/bernie-sanders-statistic-black-hispanic-unemployme/	on Thursday, March 10th, 2016	Mostly True	He sees Hispanic unemployment at the lowest it's been in the history of our country.	If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed.  AfricanAmerican kids are unemployed or underemployed to the tune of 51 percent.	unrelated	unknown	
ai	316	10958	http://politifact.com/truth-o-meter/statements/2012/jun/08/mitt-romney/romney-ad-says-more-hispanics-are-poverty-obama-to/	on Friday, June 8th, 2012	Half-True	He sees Hispanic unemployment at the lowest it's been in the history of our country.	More Hispanics have fallen into poverty under Obama.	unrelated	unknown	
ai	316	11217	http://politifact.com/truth-o-meter/statements/2012/apr/24/mitt-romney/mitt-romney-says-hispanic-unemployment-has-risen-u/	on Tuesday, April 24th, 2012	Mostly False	He sees Hispanic unemployment at the lowest it's been in the history of our country.	The total unemployment rate for Hispanic or Latino workers has increased from 10% to 10.3% between January 2009 and March 2012.	unrelated	unknown	
ni	316	2141	http://politifact.com/truth-o-meter/statements/2018/apr/26/donald-trump/donald-trump-target-remarks-unemployment-kanye/	on Thursday, April 26th, 2018	Mostly True	He sees Hispanic unemployment at the lowest it's been in the history of our country.	Kanye (West) looks and he sees black unemployment at the lowest its been in the history of our country. He sees Hispanic unemployment at the lowest its been in the history of our country. He sees (womens unemployment) the lowest its been in now almost 19 years.	repeated	repeated	
ni	316	2537	http://politifact.com/truth-o-meter/statements/2018/jan/08/donald-trump/how-accurate-donald-trumps-about-black-hispa/	on Monday, January 8th, 2018	Mostly True	He sees Hispanic unemployment at the lowest it's been in the history of our country.	African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!	repeated	repeated	
