line_number	vclaim_id	sentence	vclaim	comment-1	comment-2	comment-3	stance-1	stance-2	stance-3	stance	verdict-1	verdict-2	verdict-3	verdict
361	235	My administration is committed to the idea that all Americans have the right to live in safety, security and peace.	Says 194 people were killed in mass shootings in 2018 while undocumented immigrants killed 83,211 people.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
365	12276	When this started at the beginning, they used to send in thugs.	Says he never called teachers "thugs" and has said nothing but "great things" about them during the fight over his curbs on unions				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
365	415	When this started at the beginning, they used to send in thugs.	Says that when his supporters chanted "send her back" about Ilhan Omar, he stopped it.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
376	1690	Do the people in this room like Sheriff Joe?	BREAKING Sheriff Joe Arpaio will take over (John) McCains seat in the Senate.				not-claim	not-claim	not-claim	not-claim	not-claim	not-claim	unknown	not-claim
377	2960	So, was Sheriff Joe convicted for doing his job?	Says his conviction is "a political witch hunt by holdovers in the Obama justice department."				not-claim	not-claim	not-claim	not-claim	not-claim	not-claim	unknown	not-claim
377	1690	So, was Sheriff Joe convicted for doing his job?	BREAKING Sheriff Joe Arpaio will take over (John) McCains seat in the Senate.				not-claim	not-claim	not-claim	not-claim	not-claim	not-claim	unknown	not-claim
377	3688	So, was Sheriff Joe convicted for doing his job?	Over 39% of violent criminals return to prison following their release.				not-claim	not-claim	not-claim	not-claim	not-claim	not-claim	unknown	not-claim
385	1690	But Sheriff Joe can feel good.	BREAKING Sheriff Joe Arpaio will take over (John) McCains seat in the Senate.				not-claim	not-claim	not-claim	not-claim	not-claim	not-claim	unknown	not-claim
385	2960	But Sheriff Joe can feel good.	Says his conviction is "a political witch hunt by holdovers in the Obama justice department."				not-claim	not-claim	not-claim	not-claim	not-claim	not-claim	unknown	not-claim
386	14830	The people of Arizona know the deadly and heartbreaking consequences of illegal immigration, the lost lives, the drugs, the gangs, the cartels, the crisis of smuggling and trafficking.	The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.				agree	agree	agree	agree	unknown	unknown	unknown	unknown
386	12894	The people of Arizona know the deadly and heartbreaking consequences of illegal immigration, the lost lives, the drugs, the gangs, the cartels, the crisis of smuggling and trafficking.	A couple of hundred American cities are infested by members of the Mexican cartels.				discuss	discuss	discuss	discuss	unknown	unknown	unknown	unknown
386	14741	The people of Arizona know the deadly and heartbreaking consequences of illegal immigration, the lost lives, the drugs, the gangs, the cartels, the crisis of smuggling and trafficking.	Transporting drugs "is the price of admission" for people crossing the border illegally.				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
386	14800	The people of Arizona know the deadly and heartbreaking consequences of illegal immigration, the lost lives, the drugs, the gangs, the cartels, the crisis of smuggling and trafficking.	Crime is down in Arizona.	time related			discuss	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
386	1988	The people of Arizona know the deadly and heartbreaking consequences of illegal immigration, the lost lives, the drugs, the gangs, the cartels, the crisis of smuggling and trafficking.	The bulk of the problem with the opioid epidemic is the fentanyl and all the synthetic drugs coming across the southern border.				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
386	10906	The people of Arizona know the deadly and heartbreaking consequences of illegal immigration, the lost lives, the drugs, the gangs, the cartels, the crisis of smuggling and trafficking.	Barack Obama has "provided guns to Mexican drug cartels."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
386	3018	The people of Arizona know the deadly and heartbreaking consequences of illegal immigration, the lost lives, the drugs, the gangs, the cartels, the crisis of smuggling and trafficking.	At the end of 2016, there were 23 percent fewer federal prosecutions than in 2011, so (prosecutors) looked at this scourge (opioid deaths) and they let it go by.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
386	2442	The people of Arizona know the deadly and heartbreaking consequences of illegal immigration, the lost lives, the drugs, the gangs, the cartels, the crisis of smuggling and trafficking.	100% of heroinfentanyl epidemic is because we don't have a WALL.				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
386	1115	The people of Arizona know the deadly and heartbreaking consequences of illegal immigration, the lost lives, the drugs, the gangs, the cartels, the crisis of smuggling and trafficking.	Says Donald Trump "said illegal immigration has been a problem in America for 'thousands of years.' "				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
387	3414	MS13  we're throwing them out so fast, they never got thrown out of anything like this.	The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!				discuss	agree	agree	agree	unknown	unknown	unknown	unknown
387	3150	MS13  we're throwing them out so fast, they never got thrown out of anything like this.	We're pretty much at the 50 percent mark on deportations of MS13 gang members.				agree	agree	agree	agree	unknown	FALSE	unknown	unknown
387	395	MS13  we're throwing them out so fast, they never got thrown out of anything like this.	Says Donald Trump said, "Immigrants arent people, theyre animals."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
387	2035	MS13  we're throwing them out so fast, they never got thrown out of anything like this.	Says "Nancy Pelosi came out in favor of MS13."				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
387	2073	MS13  we're throwing them out so fast, they never got thrown out of anything like this.	Says of MS13 gang members, "We are getting them out of our country by the thousands."				agree	agree	agree	agree	FALSE	FALSE	FALSE	FALSE
387	1885	MS13  we're throwing them out so fast, they never got thrown out of anything like this.	I have watched ICE liberate towns from the grasp of MS13.		liberation equals deportation?		agree	agree	agree	agree	unknown	unknown	FALSE	unknown
388	1885	We are liberating towns out on Long Island.	I have watched ICE liberate towns from the grasp of MS13.				agree	agree	agree	agree	FALSE	unknown	FALSE	FALSE
388	11353	We are liberating towns out on Long Island.	If Rhode Island raises the meal and beverage tax to 10 percent, it would be the "fourthhighest in the nation."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
388	14524	We are liberating towns out on Long Island.	In Rhode Island "there are 150 different pension plans for public workers."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
389	1885	We're liberating.	I have watched ICE liberate towns from the grasp of MS13.	context needed			not-claim	not-claim	agree	not-claim	not-claim	not-claim	FALSE	not-claim
389	3150	We're liberating.	We're pretty much at the 50 percent mark on deportations of MS13 gang members.	context needed			not-claim	not-claim	agree	not-claim	not-claim	not-claim	FALSE	not-claim
389	4209	We're liberating.	When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said no, we're building a wall and we're deporting everybody. He said, quote, they will all be gone. They will all be gone. This is one of the ones where you can go to the tape on it and see what Donald Trump has said.	context needed			not-claim	not-claim	discuss	not-claim	not-claim	not-claim	unknown	not-claim
390	1885	Can you imagine, in this day and age  in this day and age in this country, we are liberating towns.	I have watched ICE liberate towns from the grasp of MS13.	context needed?			agree	agree	agree	agree	FALSE	FALSE	FALSE	FALSE
395	395	These are animals.	Says Donald Trump said, "Immigrants arent people, theyre animals."		need context		discuss	discuss	not-claim	discuss	unknown	not-claim	unknown	unknown
395	2035	These are animals.	Says "Nancy Pelosi came out in favor of MS13."				unrelated	not-claim	not-claim	not-claim	unknown	not-claim	unknown	unknown
395	785	These are animals.	Says President Donald Trump said asylum seekers "aren't people. These are animals."				unrelated	not-claim	not-claim	not-claim	unknown	not-claim	unknown	unknown
397	3150	We're throwing them in jails, and we're throwing them out of the country.	We're pretty much at the 50 percent mark on deportations of MS13 gang members.	context needed?			discuss	agree	agree	agree	unknown	unknown	unknown	unknown
398	1885	We're liberating our towns.	I have watched ICE liberate towns from the grasp of MS13.				agree	agree	agree	agree	FALSE	unknown	FALSE	FALSE
398	3150	We're liberating our towns.	We're pretty much at the 50 percent mark on deportations of MS13 gang members.				agree	agree	agree	agree	FALSE	unknown	FALSE	FALSE
403	6344	After years of defending other countries borders  can you believe we fight for other countries we want to defend their borders  we're finally defending our own borders.	Were the only nation in the world that does not use the military to secure our border.		date		discuss	discuss	agree	discuss	unknown	unknown	unknown	unknown
403	2035	After years of defending other countries borders  can you believe we fight for other countries we want to defend their borders  we're finally defending our own borders.	Says "Nancy Pelosi came out in favor of MS13."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
403	4854	After years of defending other countries borders  can you believe we fight for other countries we want to defend their borders  we're finally defending our own borders.	Says the United States has "treaties with apparently 69 countries where we are obligated to defend their borders. And these were treaties that were executive treaties, not authorized by Congress."				agree	unrelated	agree	agree	FALSE	unknown	FALSE	FALSE
403	4048	After years of defending other countries borders  can you believe we fight for other countries we want to defend their borders  we're finally defending our own borders.	Says Donald Trump "was asked if he would defend our allies. He said well, first he'd want to know if they made any payments to us to defend them."				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
403	1450	After years of defending other countries borders  can you believe we fight for other countries we want to defend their borders  we're finally defending our own borders.	Says Ohio congressional candidate Danny OConnor "would make Columbus a sanctuary city for illegal immigrants."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
403	5618	After years of defending other countries borders  can you believe we fight for other countries we want to defend their borders  we're finally defending our own borders.	Says Marco Rubio "is the one for an open border."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
403	4789	After years of defending other countries borders  can you believe we fight for other countries we want to defend their borders  we're finally defending our own borders.	Says HillaryClintons immigration platform would "create totally open borders."				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
403	4675	After years of defending other countries borders  can you believe we fight for other countries we want to defend their borders  we're finally defending our own borders.	Hillary Clinton is for open borders.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
404	2619	And we're showing compassion for these struggling American workers who are now starting to see the light because plants are coming pouring back into our country.	Were  getting into the pool of the 100 million people that are not working. That pool is now coming back.				discuss	agree	agree	agree	unknown	TRUE	unknown	unknown
406	2460	We have Foxconn, they make the iPhones, as you know, for Apple, and so many companies are building now in our country.	Apple has just announced it plans to invest a total of $350 billion in America, and hire another 20,000 workers.				agree	agree	agree	agree	unknown	unknown	TRUE	unknown
406	13448	We have Foxconn, they make the iPhones, as you know, for Apple, and so many companies are building now in our country.	Says iPads and iPhones "are built in the United States of America."				discuss	unrelated	agree	agree	unknown	unknown	unknown	unknown
406	6031	We have Foxconn, they make the iPhones, as you know, for Apple, and so many companies are building now in our country.	Our companies are moving into Mexico more than almost any other place right now.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
406	3001	We have Foxconn, they make the iPhones, as you know, for Apple, and so many companies are building now in our country.	Wisconsin's $3 billion incentive offer to Foxconn is "the largest gift ever by a state to a foreign company."				unrelated	unrelated	agree	unrelated	unknown	unknown	TRUE	unknown
406	1075	We have Foxconn, they make the iPhones, as you know, for Apple, and so many companies are building now in our country.	Potential Foxconn changes are due to "the wave of economic uncertainty" from Evers administration				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
406	1030	We have Foxconn, they make the iPhones, as you know, for Apple, and so many companies are building now in our country.	Foxconn has already "made a positive impact across Wisconsin with more than 1,000 new jobs."				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
406	6558	We have Foxconn, they make the iPhones, as you know, for Apple, and so many companies are building now in our country.	Say Apples Tim Cook "will not do business with Indiana."				disagree	disagree	unrelated	disagree	TRUE	unknown	unknown	unknown
406	4828	We have Foxconn, they make the iPhones, as you know, for Apple, and so many companies are building now in our country.	Says Apple products are currently "90 percent conflictfree," and "Intel is 100 percent conflictfree."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
406	1706	We have Foxconn, they make the iPhones, as you know, for Apple, and so many companies are building now in our country.	Apple and Amazon already operate in many states that require levels of voter ID.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
406	678	We have Foxconn, they make the iPhones, as you know, for Apple, and so many companies are building now in our country.	We suspended the (Foxconn) work around October, November last year because the weather there was snowy and icy cold.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
407	5021	Including the auto companies who are coming back.	Says Donald Trumps "only economic agenda is imposing massive taxes on the American people with a 40 percent tax hike of a giant tariff."				not-claim	unrelated	unrelated	unrelated	not-claim	unknown	unknown	unknown
407	11538	Including the auto companies who are coming back.	The president gave the (auto) companies to the UAW.				not-claim	unrelated	unrelated	unrelated	not-claim	unknown	unknown	unknown
408	4240	Years of uncontrolled immigration have placed enormous pressure on the jobs and wages of working families, and they've put great burdens on local schools and hospitals.	Says most illegal immigrants draw "welfare benefits, theyre sending their kids to school, theyre using the public services."				agree	agree	agree	agree	unknown	unknown	unknown	unknown
408	14575	Years of uncontrolled immigration have placed enormous pressure on the jobs and wages of working families, and they've put great burdens on local schools and hospitals.	We have over 700,000 illegal immigrants in the state. They're costing us billions of dollars and they're taking legal residents' jobs.		date		agree	agree	agree	agree	unknown	unknown	unknown	unknown
408	14589	Years of uncontrolled immigration have placed enormous pressure on the jobs and wages of working families, and they've put great burdens on local schools and hospitals.	We could cut unemployment in half simply by reclaiming the jobs taken by illegal workers.				agree	agree	agree	agree	unknown	unknown	unknown	unknown
409	5498	While this may be good for a handful of special interests, it's unfair to working people of all backgrounds all throughout our country.	On opposing citizenship for illegal immigrants				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
409	11105	While this may be good for a handful of special interests, it's unfair to working people of all backgrounds all throughout our country.	When these [undocumented] students graduate from college, they're still illegal aliens. They cannot get a job.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
411	3751	Earlier today, I visited with the incredible men and women of ICE and the Border Patrol during a visit to Yuma Sector.	Says ICE and border patrol officers "unanimously endorsed me for president."				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
424	3040	And in fact, General Kelly, who was in charge of Homeland Security, where people coming in down 78 and almost 80 percent.	The border is down 78 percent. Under past administrations, the border didnt go down  it went up.				agree	agree	agree	agree	FALSE	FALSE	FALSE	FALSE
424	2949	And in fact, General Kelly, who was in charge of Homeland Security, where people coming in down 78 and almost 80 percent.	We stopped traffic coming through  78 percent.				agree	agree	agree	agree	FALSE	FALSE	FALSE	FALSE
424	4672	And in fact, General Kelly, who was in charge of Homeland Security, where people coming in down 78 and almost 80 percent.	There are about 350,000 people who succeed in crossing our borders illegally each year.				discuss	discuss	unrelated	discuss	unknown	unknown	unknown	unknown
424	3257	And in fact, General Kelly, who was in charge of Homeland Security, where people coming in down 78 and almost 80 percent.	Many of the countries in question (in Trumps travel ban) don't even have a U.S. embassy there to help us vet.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
424	9337	And in fact, General Kelly, who was in charge of Homeland Security, where people coming in down 78 and almost 80 percent.	Says "we" have put more boots on the U.S.Mexico border "than at any time in our history, and illegal crossings are down by nearly 80 percent from their peak in 2000."		date??		discuss	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
434	3751	We respect and cherish our ICE officers and our Border Patrol agents, and we respect and cherish our police officers, and our firemen, and all of our uniform services.	Says ICE and border patrol officers "unanimously endorsed me for president."				not-claim	not-claim	not-claim	not-claim	not-claim	not-claim	unknown	not-claim
434	4164	We respect and cherish our ICE officers and our Border Patrol agents, and we respect and cherish our police officers, and our firemen, and all of our uniform services.	ICE just endorsed me.				not-claim	not-claim	not-claim	not-claim	not-claim	not-claim	unknown	not-claim
434	6344	We respect and cherish our ICE officers and our Border Patrol agents, and we respect and cherish our police officers, and our firemen, and all of our uniform services.	Were the only nation in the world that does not use the military to secure our border.				not-claim	not-claim	not-claim	not-claim	not-claim	not-claim	unknown	not-claim
434	3840	We respect and cherish our ICE officers and our Border Patrol agents, and we respect and cherish our police officers, and our firemen, and all of our uniform services.	Says President Barack Obama "has not condemned" shootings targeting police.				not-claim	not-claim	not-claim	not-claim	not-claim	not-claim	unknown	not-claim
434	10911	We respect and cherish our ICE officers and our Border Patrol agents, and we respect and cherish our police officers, and our firemen, and all of our uniform services.	Says Mitt Romney has said "we don't need 'more firemen, more policemen, more teachers.' "				not-claim	not-claim	not-claim	not-claim	not-claim	not-claim	unknown	not-claim
435	3262	But during that visit, I heard first hand from the frontline agents about the security threats they confront each and every day, and I pledged my continued resolve to them, and all of you, to keep our country safe.	President Donald Trump "announced that he would reinstate a national day of remembrance for fallen officers that the traitor before him had done away with."				unrelated	not-claim	discuss	not-claim	unknown	not-claim	unknown	not-claim
435	4440	But during that visit, I heard first hand from the frontline agents about the security threats they confront each and every day, and I pledged my continued resolve to them, and all of you, to keep our country safe.	Under Hillary Clintons plan "illegal immigrants convicted of committing crimes get to stay."				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
435	14882	But during that visit, I heard first hand from the frontline agents about the security threats they confront each and every day, and I pledged my continued resolve to them, and all of you, to keep our country safe.	We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'manmade disaster.'				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
435	2207	But during that visit, I heard first hand from the frontline agents about the security threats they confront each and every day, and I pledged my continued resolve to them, and all of you, to keep our country safe.	Says Scott Pruitts security spending was "somewhat more" than his predecessor.				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
435	1115	But during that visit, I heard first hand from the frontline agents about the security threats they confront each and every day, and I pledged my continued resolve to them, and all of you, to keep our country safe.	Says Donald Trump "said illegal immigration has been a problem in America for 'thousands of years.' "				discuss	not-claim	unrelated	not-claim	unknown	not-claim	unknown	not-claim
435	6872	But during that visit, I heard first hand from the frontline agents about the security threats they confront each and every day, and I pledged my continued resolve to them, and all of you, to keep our country safe.	There have even been Republican congressmen who have said, If you give us more money we don't know where we would even put additional Border Patrol agents.				discuss	not-claim	unrelated	not-claim	unknown	not-claim	unknown	not-claim
436	6887	All around the nation, I have spent time with the wonderful Americans whose children were killed for the simple reason that our government failed to enforce our immigration laws, already existing laws.	The President has decided to move forward with executive actions on immigration that he has said on numerous occasions that he didnt have the constitutional power to take.				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
436	5056	All around the nation, I have spent time with the wonderful Americans whose children were killed for the simple reason that our government failed to enforce our immigration laws, already existing laws.	Before taking executive action on immigration, President Obama stated 22 times that he does not have the authority to change immigration laws on his own.				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
436	8150	All around the nation, I have spent time with the wonderful Americans whose children were killed for the simple reason that our government failed to enforce our immigration laws, already existing laws.	Says President Barack Obama "is the first president we've ever had who thinks he can choose which laws to enforce and which laws to ignore."				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
436	6982	All around the nation, I have spent time with the wonderful Americans whose children were killed for the simple reason that our government failed to enforce our immigration laws, already existing laws.	My position hasnt changed on using executive authority to address immigration issues.				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
436	5332	All around the nation, I have spent time with the wonderful Americans whose children were killed for the simple reason that our government failed to enforce our immigration laws, already existing laws.	Spending on welfare, on prisons, and education, all of those have dropped by hundreds of millions of dollars because of Arizonas immigration laws that drove outundocumented immigrants.				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
436	10858	All around the nation, I have spent time with the wonderful Americans whose children were killed for the simple reason that our government failed to enforce our immigration laws, already existing laws.	Says the Constitution "specifically states the Congress shall write legislation for immigration policy," so Barack Obama lacks the authority to defer the deportation of young illegal immigrants.				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
436	4789	All around the nation, I have spent time with the wonderful Americans whose children were killed for the simple reason that our government failed to enforce our immigration laws, already existing laws.	Says HillaryClintons immigration platform would "create totally open borders."				unrelated	not-claim	unrelated	unrelated	unknown	not-claim	unknown	unknown
440	3414	One by one we are finding the gang members, the drug dealers and the criminals who prey on our people.	The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!				discuss	agree	agree	agree	unknown	FALSE	unknown	unknown
441	4371	We are throwing them out of the country or we're putting the hell, fast in jail.	Donald Trumps been completely consistent about his plan for nonviolent undocumented immigrants.				discuss	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
441	4209	We are throwing them out of the country or we're putting the hell, fast in jail.	When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said no, we're building a wall and we're deporting everybody. He said, quote, they will all be gone. They will all be gone. This is one of the ones where you can go to the tape on it and see what Donald Trump has said.				agree	discuss	agree	agree	unknown	unknown	unknown	unknown
441	3414	We are throwing them out of the country or we're putting the hell, fast in jail.	The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!				unrelated	discuss	agree	agree	unknown	unknown	unknown	unknown
441	3150	We are throwing them out of the country or we're putting the hell, fast in jail.	We're pretty much at the 50 percent mark on deportations of MS13 gang members.				unrelated	discuss	agree	agree	unknown	unknown	FALSE	unknown
441	12678	We are throwing them out of the country or we're putting the hell, fast in jail.	If you're from Guatemala and you are found illegally in Mexico, you are automatically jailed.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
442	1965	We are cracking down on these sanctuary cities that shield criminal aliens, finally.	Trumps DHS secretary confirms they are preparing to arrest sanctuary city leaders.				agree	agree	agree	agree	unknown	FALSE	unknown	unknown
442	15215	We are cracking down on these sanctuary cities that shield criminal aliens, finally.	Bill White ...offered sanctuary to illegal immigrants.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
442	1351	We are cracking down on these sanctuary cities that shield criminal aliens, finally.	Says "Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on Pennsylvaniastreets, to prey all over this country."				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
442	5676	We are cracking down on these sanctuary cities that shield criminal aliens, finally.	In 2008, Maggie Hassan voted against legislation to "prevent sanctuary cities in New Hampshire."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
442	2807	We are cracking down on these sanctuary cities that shield criminal aliens, finally.	A Homeland Security study "showed 120 murders took place that could have been prevented had communities been working with ICE and Homeland Security."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
442	6195	We are cracking down on these sanctuary cities that shield criminal aliens, finally.	Says Florida had five sanctuary cities while Jeb Bush was governor.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
442	1450	We are cracking down on these sanctuary cities that shield criminal aliens, finally.	Says Ohio congressional candidate Danny OConnor "would make Columbus a sanctuary city for illegal immigrants."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
442	4375	We are cracking down on these sanctuary cities that shield criminal aliens, finally.	Since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement), but who were not detained or processed for deportation because it wouldn't have been politically correct.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
442	8575	We are cracking down on these sanctuary cities that shield criminal aliens, finally.	Under Mayor Cicilline, [Providence] was a sanctuary city.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
443	2230	And we are building a wall on the southern border which is absolutely necessary.	Weve started building the wall.				agree	agree	agree	agree	FALSE	FALSE	FALSE	FALSE
443	2235	And we are building a wall on the southern border which is absolutely necessary.	Says Rep. Martha McSally "is a #FlipFlopBorderHawk."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
443	5351	And we are building a wall on the southern border which is absolutely necessary.	Building a wall on the U.S.Mexico border "will take literally years."				discuss	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
443	2226	And we are building a wall on the southern border which is absolutely necessary.	Rep. Robert Pittenger "stood against funding for the border wall."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
443	4175	And we are building a wall on the southern border which is absolutely necessary.	Says Will Hurd said a borderlong U.S.Mexico wall "absolutely makes sense."				discuss	unrelated	agree	agree	unknown	unknown	unknown	unknown
443	1924	And we are building a wall on the southern border which is absolutely necessary.	Weve already started (the border wall). We started it in San Diego.				agree	agree	agree	agree	FALSE	FALSE	FALSE	FALSE
443	2442	And we are building a wall on the southern border which is absolutely necessary.	100% of heroinfentanyl epidemic is because we don't have a WALL.				agree	unrelated	agree	agree	FALSE	unknown	unknown	unknown
443	4478	And we are building a wall on the southern border which is absolutely necessary.	Says Hillary Clinton once "wanted a wall" on the Mexican border.				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
443	5577	And we are building a wall on the southern border which is absolutely necessary.	A Trump television ad shows Mexicans swarming over "our southern border."				unrelated	unrelated	discuss	unrelated	unknown	unknown	unknown	unknown
443	1174	And we are building a wall on the southern border which is absolutely necessary.	Says Sen. Chuck Schumer in 2014 "helped put together and signed a $25 billion deal to fund a border wall" and now opposes Trump's $5 billion request for a border wall "just because he's a Republican."				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
443	1517	And we are building a wall on the southern border which is absolutely necessary.	I voted to fund President Trumps wall.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
443	1217	And we are building a wall on the southern border which is absolutely necessary.	Says the United States loses "250 Billion Dollars a year on illegal immigration, not including the terrible drug flow. Top Border Security, including a Wall, is $25 Billion. Pays for itself in two months."				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
443	1144	And we are building a wall on the southern border which is absolutely necessary.	Says Sen. Charles Schumer "repeatedly supported a physical barrier in the past along with many other Democrats. They changed their mind only after I was elected president."				unrelated	unrelated	agree	unrelated	unknown	unknown	unknown	unknown
447	1596	But believe me, if we have to close down our government, we're building that wall.	Says Nancy Pelosi said, "Building a wall will violate the rights of millions of illegals."				unrelated	unrelated	not-claim	unrelated	unknown	unknown	unknown	unknown
447	1138	But believe me, if we have to close down our government, we're building that wall.	When I say Mexico is going to pay for the wall, that's what I said. Mexico is going to pay. I didn't say they're going to write me a check for $20 billion or $10 billion.				unrelated	unrelated	not-claim	unrelated	unknown	unknown	unknown	unknown
447	5001	But believe me, if we have to close down our government, we're building that wall.	Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more.				unrelated	unrelated	not-claim	unrelated	unknown	unknown	unknown	unknown
447	4209	But believe me, if we have to close down our government, we're building that wall.	When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said no, we're building a wall and we're deporting everybody. He said, quote, they will all be gone. They will all be gone. This is one of the ones where you can go to the tape on it and see what Donald Trump has said.				unrelated	agree	not-claim	not-claim	unknown	unknown	unknown	unknown
447	5351	But believe me, if we have to close down our government, we're building that wall.	Building a wall on the U.S.Mexico border "will take literally years."				unrelated	unrelated	not-claim	unrelated	not-claim	unknown	unknown	unknown
456	2317	And you know, we have walls.	The state of California is begging us to build walls in certain areas. They dont tell you that.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
456	16550	And you know, we have walls.	Fences have not worked. The Great Wall of China, the Berlin Wall. That's not good among peoples, especially friends like the United States and Mexico.				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
456	5351	And you know, we have walls.	Building a wall on the U.S.Mexico border "will take literally years."				unrelated	unrelated	unrelated	unrelated	unknown	unknown	unknown	unknown
458	2317	And we want walls that you can see through in a sense.	The state of California is begging us to build walls in certain areas. They dont tell you that.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
458	922	And we want walls that you can see through in a sense.	Says Beto ORourke and Sen. Kirsten Gillibrand "have both said they would tear down the wall if elected president."				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
458	13086	And we want walls that you can see through in a sense.	The (border) fence is now basically complete.				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
458	2226	And we want walls that you can see through in a sense.	Rep. Robert Pittenger "stood against funding for the border wall."				not-claim	not-claim	unrelated	not-claim	not-claim	not-claim	unknown	not-claim
